Age,Attrition,Attrition Date,Business Travel,Department,Distance From Home,Education,Education Field,Employee Number,Gender,Job Level,Job Role,Marital Status,Monthly Income,Num Companies Worked,Over Time,Over18,Percent Salary Hike,Random Number,Stock Option Level,Survey Questions,Survey Values,Total Working Years,Training Times Last Year,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Daily Rate,Employee Count,Hourly Rate,Monthly Rate,Performance Rating,Standard Hours
31,No,,Rare,Research & Development,7,Associates Degree,Medical,524,Female,2,Manufacturing Director,Married,4306,1,Without Overtime,Y,12,62,100-200,Environment Satisfaction,Low,13,5,13,10,3,12,480,1,31,4156,3,80
37,No,,Rare,Research & Development,10,Bachelor's Degree,Medical,1640,Female,1,Research Scientist,Married,3936,1,Without Overtime,Y,11,83,100-200,Environment Satisfaction,Low,8,2,8,4,7,7,1470,1,71,9953,3,80
29,No,,Rare,Research & Development,27,Bachelor's Degree,Medical,793,Female,2,Healthcare Representative,Married,4335,4,Without Overtime,Y,12,202,100-200,Environment Satisfaction,Low,11,3,8,7,1,1,657,1,66,25549,3,80
38,No,,Rare,Research & Development,10,Bachelor's Degree,Medical,2015,Female,3,Research Director,Married,13206,3,Without Overtime,Y,12,83,100-200,Environment Satisfaction,Low,20,3,18,16,1,11,201,1,99,3376,3,80
29,No,,Rare,Research & Development,6,High School,Medical,1192,Female,1,Laboratory Technician,Married,3131,1,Without Overtime,Y,13,55,100-200,Environment Satisfaction,Low,10,5,10,8,0,8,1401,1,54,26342,3,80
37,No,,Rare,Research & Development,1,Master's Degree,Life Sciences,635,Female,2,Manufacturing Director,Married,6447,6,Without Overtime,Y,12,26,100-200,Environment Satisfaction,Low,8,2,6,5,4,3,446,1,65,15701,3,80
37,No,,Rare,Research & Development,1,Associates Degree,Medical,340,Female,1,Research Scientist,Married,3920,2,Without Overtime,Y,14,20,100-200,Job Involvement,Low,17,2,3,1,0,2,1017,1,83,18697,3,80
38,No,,Rare,Research & Development,6,Associates Degree,Other,1782,Female,1,Laboratory Technician,Married,3702,1,Without Overtime,Y,11,43,100-200,Job Involvement,Low,5,3,5,4,0,4,1153,1,40,16376,3,80
32,No,,Rare,Research & Development,5,Associates Degree,Life Sciences,1555,Female,2,Research Scientist,Married,5878,3,Without Overtime,Y,12,78,100-200,Job Involvement,Low,12,2,7,1,2,5,824,1,67,15624,3,80
38,No,,Rare,Research & Development,25,Associates Degree,Life Sciences,421,Female,3,Research Director,Married,12061,3,Without Overtime,Y,17,338,100-200,Job Involvement,Low,19,2,10,8,0,1,849,1,81,26707,3,80
34,No,,Rare,Research & Development,1,Bachelor's Degree,Life Sciences,1447,Female,1,Laboratory Technician,Married,3294,5,Without Overtime,Y,17,26,100-200,Job Involvement,Low,7,2,5,4,0,2,401,1,86,3708,3,80
37,No,,Rare,Research & Development,1,Bachelor's Degree,Life Sciences,1196,Female,2,Manufacturing Director,Married,6474,1,Without Overtime,Y,13,26,100-200,Job Involvement,Low,14,2,14,8,3,11,977,1,56,9961,3,80
32,No,,Rare,Research & Development,4,Bachelor's Degree,Life Sciences,830,Female,2,Manufacturing Director,Married,6162,1,Without Overtime,Y,12,65,100-200,Job Involvement,Low,14,3,14,13,6,8,859,1,98,19124,3,80
35,No,,Rare,Research & Development,1,Bachelor's Degree,Medical,1369,Female,2,Laboratory Technician,Married,5363,0,Without Overtime,Y,12,20,100-200,Job Involvement,Low,10,0,9,7,0,0,817,1,60,10846,3,80
30,No,,Rare,Research & Development,6,Bachelor's Degree,Technical Degree,1311,Female,2,Laboratory Technician,Married,4627,0,Without Overtime,Y,12,109,100-200,Job Involvement,Low,10,6,9,2,6,7,1138,1,48,23631,3,80
38,No,,Rare,Research & Development,17,High School,Life Sciences,1088,Female,3,Healthcare Representative,Married,8823,0,Without Overtime,Y,18,234,100-200,Job Involvement,Low,20,4,19,9,1,9,330,1,65,24608,3,80
39,No,,Rare,Research & Development,1,High School,Life Sciences,1026,Female,4,Manufacturing Director,Married,12742,1,Without Overtime,Y,16,26,100-200,Job Involvement,Low,21,3,21,6,11,8,466,1,65,7060,3,80
33,No,,Rare,Research & Development,5,Master's Degree,Life Sciences,338,Female,1,Research Scientist,Married,2911,1,Without Overtime,Y,13,78,100-200,Job Involvement,Low,2,2,2,2,0,2,832,1,63,14776,3,80
48,No,,Rare,Research & Development,1,Master's Degree,Life Sciences,664,Female,4,Manager,Married,15402,7,Without Overtime,Y,11,26,100-200,Job Involvement,Low,21,3,3,2,0,2,1236,1,40,17997,3,80
32,No,,Rare,Research & Development,5,Associates Degree,Life Sciences,1555,Female,2,Research Scientist,Married,5878,3,Without Overtime,Y,12,78,100-200,Job Satisfaction,Low,12,2,7,1,2,5,824,1,67,15624,3,80
38,No,,Rare,Research & Development,25,Associates Degree,Life Sciences,421,Female,3,Research Director,Married,12061,3,Without Overtime,Y,17,338,100-200,Job Satisfaction,Low,19,2,10,8,0,1,849,1,81,26707,3,80
49,No,,Rare,Research & Development,8,Associates Degree,Other,944,Female,3,Laboratory Technician,Married,7403,4,Without Overtime,Y,11,53,100-200,Job Satisfaction,Low,29,3,26,9,1,7,527,1,51,22477,3,80
34,No,,Rare,Research & Development,1,Bachelor's Degree,Life Sciences,1447,Female,1,Laboratory Technician,Married,3294,5,Without Overtime,Y,17,26,100-200,Job Satisfaction,Low,7,2,5,4,0,2,401,1,86,3708,3,80
22,No,,Rare,Research & Development,11,Bachelor's Degree,Medical,511,Female,1,Research Scientist,Married,2244,1,Without Overtime,Y,13,90,100-200,Job Satisfaction,Low,2,1,2,1,1,2,253,1,43,24440,3,80
37,No,,Rare,Research & Development,10,Bachelor's Degree,Medical,1640,Female,1,Research Scientist,Married,3936,1,Without Overtime,Y,11,83,100-200,Job Satisfaction,Low,8,2,8,4,7,7,1470,1,71,9953,3,80
32,No,,Rare,Research & Development,2,Bachelor's Degree,Medical,471,Female,1,Laboratory Technician,Married,2370,1,Without Overtime,Y,13,27,100-200,Job Satisfaction,Low,8,4,8,0,0,7,1062,1,75,3956,3,80
36,No,,Rare,Research & Development,1,Bachelor's Degree,Other,823,Female,2,Manufacturing Director,Married,5228,0,Without Overtime,Y,15,18,100-200,Job Satisfaction,Low,10,2,9,7,0,5,676,1,35,23361,3,80
27,No,,Rare,Research & Development,16,Master's Degree,Technical Degree,1001,Female,1,Laboratory Technician,Married,2811,9,Without Overtime,Y,14,269,100-200,Job Satisfaction,Low,4,2,2,2,2,2,1134,1,37,12086,3,80
37,No,,Rare,Research & Development,1,Master's Degree,Life Sciences,635,Female,2,Manufacturing Director,Married,6447,6,Without Overtime,Y,12,26,100-200,Job Satisfaction,Low,8,2,6,5,4,3,446,1,65,15701,3,80
38,No,,Rare,Research & Development,6,Associates Degree,Other,1782,Female,1,Laboratory Technician,Married,3702,1,Without Overtime,Y,11,43,100-200,Relationship Satisfaction,Low,5,3,5,4,0,4,1153,1,40,16376,3,80
31,No,,Rare,Research & Development,7,Associates Degree,Medical,524,Female,2,Manufacturing Director,Married,4306,1,Without Overtime,Y,12,62,100-200,Relationship Satisfaction,Low,13,5,13,10,3,12,480,1,31,4156,3,80
36,No,,Rare,Research & Development,2,Bachelor's Degree,Life Sciences,501,Female,1,Research Scientist,Married,2543,4,Without Overtime,Y,13,39,100-200,Relationship Satisfaction,Low,6,3,2,2,2,2,329,1,96,11868,3,80
49,No,,Rare,Research & Development,1,Bachelor's Degree,Technical Degree,887,Female,1,Research Scientist,Married,3580,2,Without Overtime,Y,16,29,100-200,Relationship Satisfaction,Low,7,2,4,2,0,2,1418,1,36,10554,3,80
37,No,,Rare,Research & Development,1,Bachelor's Degree,Life Sciences,1196,Female,2,Manufacturing Director,Married,6474,1,Without Overtime,Y,13,26,100-200,Relationship Satisfaction,Low,14,2,14,8,3,11,977,1,56,9961,3,80
35,No,,Rare,Research & Development,1,Bachelor's Degree,Medical,1369,Female,2,Laboratory Technician,Married,5363,0,Without Overtime,Y,12,20,100-200,Relationship Satisfaction,Low,10,0,9,7,0,0,817,1,60,10846,3,80
38,No,,Rare,Research & Development,1,Bachelor's Degree,Technical Degree,950,Female,3,Research Director,Married,13582,1,Without Overtime,Y,13,29,100-200,Relationship Satisfaction,Low,15,3,15,12,5,11,1333,1,80,16292,3,80
27,No,,Rare,Research & Development,16,Master's Degree,Technical Degree,1001,Female,1,Laboratory Technician,Married,2811,9,Without Overtime,Y,14,269,100-200,Relationship Satisfaction,Low,4,2,2,2,2,2,1134,1,37,12086,3,80
27,No,,Rare,Research & Development,2,Master's Degree,Life Sciences,1027,Female,2,Manufacturing Director,Married,4227,0,Without Overtime,Y,18,39,100-200,Relationship Satisfaction,Low,4,2,3,2,2,2,1055,1,47,4658,3,80
37,No,,Rare,Research & Development,1,Master's Degree,Life Sciences,635,Female,2,Manufacturing Director,Married,6447,6,Without Overtime,Y,12,26,100-200,Relationship Satisfaction,Low,8,2,6,5,4,3,446,1,65,15701,3,80
54,No,,Rare,Research & Development,7,Master's Degree,Medical,1830,Female,2,Research Scientist,Married,6854,4,Without Overtime,Y,15,62,100-200,Relationship Satisfaction,Low,14,2,7,1,1,7,431,1,68,15696,3,80
40,No,,Rare,Research & Development,2,Associates Degree,Life Sciences,1802,Female,1,Laboratory Technician,Married,3377,4,Without Overtime,Y,17,39,100-200,Work Life Balance,Low,7,5,4,3,0,2,616,1,99,25605,3,80
37,No,,Rare,Research & Development,1,Associates Degree,Medical,340,Female,1,Research Scientist,Married,3920,2,Without Overtime,Y,14,20,100-200,Work Life Balance,Low,17,2,3,1,0,2,1017,1,83,18697,3,80
38,No,,Rare,Research & Development,4,Associates Degree,Medical,1687,Female,1,Laboratory Technician,Married,3306,7,Without Overtime,Y,19,41,100-200,Work Life Balance,Low,7,5,0,0,0,0,1495,1,87,26176,3,80
32,No,,Rare,Research & Development,8,Associates Degree,Medical,865,Female,2,Research Scientist,Married,5175,5,Without Overtime,Y,12,69,100-200,Work Life Balance,Low,9,3,5,3,1,3,638,1,91,22162,3,80
49,No,,Rare,Research & Development,8,Associates Degree,Other,944,Female,3,Laboratory Technician,Married,7403,4,Without Overtime,Y,11,53,100-200,Work Life Balance,Low,29,3,26,9,1,7,527,1,51,22477,3,80
34,No,,Rare,Research & Development,1,Bachelor's Degree,Life Sciences,1447,Female,1,Laboratory Technician,Married,3294,5,Without Overtime,Y,17,26,100-200,Work Life Balance,Low,7,2,5,4,0,2,401,1,86,3708,3,80
37,No,,Rare,Research & Development,1,Bachelor's Degree,Life Sciences,1196,Female,2,Manufacturing Director,Married,6474,1,Without Overtime,Y,13,26,100-200,Work Life Balance,Low,14,2,14,8,3,11,977,1,56,9961,3,80
29,No,,Rare,Research & Development,27,Bachelor's Degree,Medical,793,Female,2,Healthcare Representative,Married,4335,4,Without Overtime,Y,12,202,100-200,Work Life Balance,Low,11,3,8,7,1,1,657,1,66,25549,3,80
43,No,,Rare,Research & Development,7,Bachelor's Degree,Life Sciences,451,Female,3,Healthcare Representative,Married,9985,8,Without Overtime,Y,16,104,100-200,Work Life Balance,Low,10,1,1,0,0,0,1001,1,43,9262,3,80
38,No,,Rare,Research & Development,17,High School,Life Sciences,1088,Female,3,Healthcare Representative,Married,8823,0,Without Overtime,Y,18,234,100-200,Work Life Balance,Low,20,4,19,9,1,9,330,1,65,24608,3,80
33,No,,Rare,Research & Development,5,Master's Degree,Life Sciences,338,Female,1,Research Scientist,Married,2911,1,Without Overtime,Y,13,78,100-200,Work Life Balance,Low,2,2,2,2,0,2,832,1,63,14776,3,80
49,No,,Rare,Research & Development,25,Master's Degree,Life Sciences,1617,Female,1,Laboratory Technician,Married,3211,1,Without Overtime,Y,14,338,100-200,Work Life Balance,Low,10,3,9,6,1,4,722,1,84,22102,3,80
48,No,,Rare,Research & Development,15,Master's Degree,Other,1576,Female,1,Research Scientist,Married,2367,8,Without Overtime,Y,12,88,100-200,Work Life Balance,Low,10,3,8,2,7,6,1108,1,65,16530,3,80
37,No,,Rare,Research & Development,1,Master's Degree,Life Sciences,635,Female,2,Manufacturing Director,Married,6447,6,Without Overtime,Y,12,26,100-200,Work Life Balance,Low,8,2,6,5,4,3,446,1,65,15701,3,80
54,No,,Rare,Research & Development,7,Master's Degree,Medical,1830,Female,2,Research Scientist,Married,6854,4,Without Overtime,Y,15,62,100-200,Work Life Balance,Low,14,2,7,1,1,7,431,1,68,15696,3,80
40,No,,Rare,Research & Development,2,Associates Degree,Life Sciences,1802,Female,1,Laboratory Technician,Married,3377,4,Without Overtime,Y,17,39,100-200,Environment Satisfaction,Moderate,7,5,4,3,0,2,616,1,99,25605,3,80
37,No,,Rare,Research & Development,1,Associates Degree,Medical,340,Female,1,Research Scientist,Married,3920,2,Without Overtime,Y,14,20,100-200,Environment Satisfaction,Moderate,17,2,3,1,0,2,1017,1,83,18697,3,80
32,No,,Rare,Research & Development,8,Associates Degree,Medical,865,Female,2,Research Scientist,Married,5175,5,Without Overtime,Y,12,69,100-200,Environment Satisfaction,Moderate,9,3,5,3,1,3,638,1,91,22162,3,80
32,No,,Rare,Research & Development,2,Bachelor's Degree,Medical,471,Female,1,Laboratory Technician,Married,2370,1,Without Overtime,Y,13,27,100-200,Environment Satisfaction,Moderate,8,4,8,0,0,7,1062,1,75,3956,3,80
49,No,,Rare,Research & Development,1,Bachelor's Degree,Technical Degree,887,Female,1,Research Scientist,Married,3580,2,Without Overtime,Y,16,29,100-200,Environment Satisfaction,Moderate,7,2,4,2,0,2,1418,1,36,10554,3,80
32,No,,Rare,Research & Development,4,Bachelor's Degree,Life Sciences,830,Female,2,Manufacturing Director,Married,6162,1,Without Overtime,Y,12,65,100-200,Environment Satisfaction,Moderate,14,3,14,13,6,8,859,1,98,19124,3,80
38,No,,Rare,Research & Development,10,Bachelor's Degree,Medical,634,Female,2,Healthcare Representative,Married,9824,3,Without Overtime,Y,19,83,100-200,Environment Satisfaction,Moderate,18,4,1,0,0,0,1495,1,76,22174,3,80
36,No,,Rare,Research & Development,1,Bachelor's Degree,Other,823,Female,2,Manufacturing Director,Married,5228,0,Without Overtime,Y,15,18,100-200,Environment Satisfaction,Moderate,10,2,9,7,0,5,676,1,35,23361,3,80
43,No,,Rare,Research & Development,7,Bachelor's Degree,Life Sciences,451,Female,3,Healthcare Representative,Married,9985,8,Without Overtime,Y,16,104,100-200,Environment Satisfaction,Moderate,10,1,1,0,0,0,1001,1,43,9262,3,80
54,No,,Rare,Research & Development,17,Bachelor's Degree,Technical Degree,1013,Female,3,Manufacturing Director,Married,10739,8,Without Overtime,Y,11,285,100-200,Environment Satisfaction,Moderate,22,2,10,7,0,8,1441,1,56,13943,3,80
29,No,,Rare,Research & Development,8,High School,Other,1544,Female,2,Healthcare Representative,Married,9715,3,Without Overtime,Y,13,53,100-200,Environment Satisfaction,Moderate,9,3,7,7,0,7,441,1,39,7288,3,80
38,No,,Rare,Research & Development,17,High School,Life Sciences,1088,Female,3,Healthcare Representative,Married,8823,0,Without Overtime,Y,18,234,100-200,Environment Satisfaction,Moderate,20,4,19,9,1,9,330,1,65,24608,3,80
33,No,,Rare,Research & Development,5,Master's Degree,Life Sciences,338,Female,1,Research Scientist,Married,2911,1,Without Overtime,Y,13,78,100-200,Environment Satisfaction,Moderate,2,2,2,2,0,2,832,1,63,14776,3,80
49,No,,Rare,Research & Development,25,Master's Degree,Life Sciences,1617,Female,1,Laboratory Technician,Married,3211,1,Without Overtime,Y,14,338,100-200,Environment Satisfaction,Moderate,10,3,9,6,1,4,722,1,84,22102,3,80
35,No,,Rare,Research & Development,1,Master's Degree,Life Sciences,2052,Female,1,Research Scientist,Married,2977,1,Without Overtime,Y,12,26,100-200,Environment Satisfaction,Moderate,4,5,4,3,1,1,287,1,62,8952,3,80
48,No,,Rare,Research & Development,15,Master's Degree,Other,1576,Female,1,Research Scientist,Married,2367,8,Without Overtime,Y,12,88,100-200,Environment Satisfaction,Moderate,10,3,8,2,7,6,1108,1,65,16530,3,80
27,No,,Rare,Research & Development,16,Master's Degree,Technical Degree,1001,Female,1,Laboratory Technician,Married,2811,9,Without Overtime,Y,14,269,100-200,Environment Satisfaction,Moderate,4,2,2,2,2,2,1134,1,37,12086,3,80
32,No,,Rare,Research & Development,3,Master's Degree,Medical,966,Female,2,Manufacturing Director,Married,6725,1,Without Overtime,Y,12,34,100-200,Environment Satisfaction,Moderate,8,2,8,7,6,3,498,1,93,13554,3,80
40,No,,Rare,Research & Development,2,Associates Degree,Life Sciences,1802,Female,1,Laboratory Technician,Married,3377,4,Without Overtime,Y,17,39,100-200,Job Involvement,Moderate,7,5,4,3,0,2,616,1,99,25605,3,80
38,No,,Rare,Research & Development,4,Associates Degree,Medical,1687,Female,1,Laboratory Technician,Married,3306,7,Without Overtime,Y,19,41,100-200,Job Involvement,Moderate,7,5,0,0,0,0,1495,1,87,26176,3,80
31,No,,Rare,Research & Development,7,Associates Degree,Medical,524,Female,2,Manufacturing Director,Married,4306,1,Without Overtime,Y,12,62,100-200,Job Involvement,Moderate,13,5,13,10,3,12,480,1,31,4156,3,80
49,No,,Rare,Research & Development,8,Associates Degree,Other,944,Female,3,Laboratory Technician,Married,7403,4,Without Overtime,Y,11,53,100-200,Job Involvement,Moderate,29,3,26,9,1,7,527,1,51,22477,3,80
36,No,,Rare,Research & Development,2,Bachelor's Degree,Life Sciences,501,Female,1,Research Scientist,Married,2543,4,Without Overtime,Y,13,39,100-200,Job Involvement,Moderate,6,3,2,2,2,2,329,1,96,11868,3,80
22,No,,Rare,Research & Development,11,Bachelor's Degree,Medical,511,Female,1,Research Scientist,Married,2244,1,Without Overtime,Y,13,90,100-200,Job Involvement,Moderate,2,1,2,1,1,2,253,1,43,24440,3,80
37,No,,Rare,Research & Development,10,Bachelor's Degree,Medical,1640,Female,1,Research Scientist,Married,3936,1,Without Overtime,Y,11,83,100-200,Job Involvement,Moderate,8,2,8,4,7,7,1470,1,71,9953,3,80
32,No,,Rare,Research & Development,2,Bachelor's Degree,Medical,471,Female,1,Laboratory Technician,Married,2370,1,Without Overtime,Y,13,27,100-200,Job Involvement,Moderate,8,4,8,0,0,7,1062,1,75,3956,3,80
49,No,,Rare,Research & Development,1,Bachelor's Degree,Technical Degree,887,Female,1,Research Scientist,Married,3580,2,Without Overtime,Y,16,29,100-200,Job Involvement,Moderate,7,2,4,2,0,2,1418,1,36,10554,3,80
29,No,,Rare,Research & Development,27,Bachelor's Degree,Medical,793,Female,2,Healthcare Representative,Married,4335,4,Without Overtime,Y,12,202,100-200,Job Involvement,Moderate,11,3,8,7,1,1,657,1,66,25549,3,80
38,No,,Rare,Research & Development,10,Bachelor's Degree,Medical,634,Female,2,Healthcare Representative,Married,9824,3,Without Overtime,Y,19,83,100-200,Job Involvement,Moderate,18,4,1,0,0,0,1495,1,76,22174,3,80
36,No,,Rare,Research & Development,1,Bachelor's Degree,Other,823,Female,2,Manufacturing Director,Married,5228,0,Without Overtime,Y,15,18,100-200,Job Involvement,Moderate,10,2,9,7,0,5,676,1,35,23361,3,80
43,No,,Rare,Research & Development,7,Bachelor's Degree,Life Sciences,451,Female,3,Healthcare Representative,Married,9985,8,Without Overtime,Y,16,104,100-200,Job Involvement,Moderate,10,1,1,0,0,0,1001,1,43,9262,3,80
54,No,,Rare,Research & Development,17,Bachelor's Degree,Technical Degree,1013,Female,3,Manufacturing Director,Married,10739,8,Without Overtime,Y,11,285,100-200,Job Involvement,Moderate,22,2,10,7,0,8,1441,1,56,13943,3,80
38,No,,Rare,Research & Development,1,Bachelor's Degree,Technical Degree,950,Female,3,Research Director,Married,13582,1,Without Overtime,Y,13,29,100-200,Job Involvement,Moderate,15,3,15,12,5,11,1333,1,80,16292,3,80
29,No,,Rare,Research & Development,6,High School,Medical,1192,Female,1,Laboratory Technician,Married,3131,1,Without Overtime,Y,13,55,100-200,Job Involvement,Moderate,10,5,10,8,0,8,1401,1,54,26342,3,80
49,No,,Rare,Research & Development,25,Master's Degree,Life Sciences,1617,Female,1,Laboratory Technician,Married,3211,1,Without Overtime,Y,14,338,100-200,Job Involvement,Moderate,10,3,9,6,1,4,722,1,84,22102,3,80
29,No,,Rare,Research & Development,9,Master's Degree,Medical,1709,Female,1,Laboratory Technician,Married,2974,9,Without Overtime,Y,17,76,100-200,Job Involvement,Moderate,9,2,5,3,1,2,1082,1,43,25412,3,80
48,No,,Rare,Research & Development,15,Master's Degree,Other,1576,Female,1,Research Scientist,Married,2367,8,Without Overtime,Y,12,88,100-200,Job Involvement,Moderate,10,3,8,2,7,6,1108,1,65,16530,3,80
27,No,,Rare,Research & Development,16,Master's Degree,Technical Degree,1001,Female,1,Laboratory Technician,Married,2811,9,Without Overtime,Y,14,269,100-200,Job Involvement,Moderate,4,2,2,2,2,2,1134,1,37,12086,3,80
27,No,,Rare,Research & Development,2,Master's Degree,Life Sciences,1027,Female,2,Manufacturing Director,Married,4227,0,Without Overtime,Y,18,39,100-200,Job Involvement,Moderate,4,2,3,2,2,2,1055,1,47,4658,3,80
37,No,,Rare,Research & Development,1,Master's Degree,Life Sciences,635,Female,2,Manufacturing Director,Married,6447,6,Without Overtime,Y,12,26,100-200,Job Involvement,Moderate,8,2,6,5,4,3,446,1,65,15701,3,80
32,No,,Rare,Research & Development,3,Master's Degree,Medical,966,Female,2,Manufacturing Director,Married,6725,1,Without Overtime,Y,12,34,100-200,Job Involvement,Moderate,8,2,8,7,6,3,498,1,93,13554,3,80
54,No,,Rare,Research & Development,7,Master's Degree,Medical,1830,Female,2,Research Scientist,Married,6854,4,Without Overtime,Y,15,62,100-200,Job Involvement,Moderate,14,2,7,1,1,7,431,1,68,15696,3,80
38,No,,Rare,Research & Development,4,Associates Degree,Medical,1687,Female,1,Laboratory Technician,Married,3306,7,Without Overtime,Y,19,41,100-200,Job Satisfaction,Moderate,7,5,0,0,0,0,1495,1,87,26176,3,80
38,No,,Rare,Research & Development,6,Associates Degree,Other,1782,Female,1,Laboratory Technician,Married,3702,1,Without Overtime,Y,11,43,100-200,Job Satisfaction,Moderate,5,3,5,4,0,4,1153,1,40,16376,3,80
32,No,,Rare,Research & Development,8,Associates Degree,Medical,865,Female,2,Research Scientist,Married,5175,5,Without Overtime,Y,12,69,100-200,Job Satisfaction,Moderate,9,3,5,3,1,3,638,1,91,22162,3,80
55,No,,Rare,Research & Development,2,Associates Degree,Medical,1336,Female,5,Manager,Married,19187,4,Without Overtime,Y,14,27,100-200,Job Satisfaction,Moderate,23,5,19,9,9,11,282,1,58,6992,3,80
36,No,,Rare,Research & Development,2,Bachelor's Degree,Life Sciences,501,Female,1,Research Scientist,Married,2543,4,Without Overtime,Y,13,39,100-200,Job Satisfaction,Moderate,6,3,2,2,2,2,329,1,96,11868,3,80
32,No,,Rare,Research & Development,4,Bachelor's Degree,Life Sciences,830,Female,2,Manufacturing Director,Married,6162,1,Without Overtime,Y,12,65,100-200,Job Satisfaction,Moderate,14,3,14,13,6,8,859,1,98,19124,3,80
29,No,,Rare,Research & Development,27,Bachelor's Degree,Medical,793,Female,2,Healthcare Representative,Married,4335,4,Without Overtime,Y,12,202,100-200,Job Satisfaction,Moderate,11,3,8,7,1,1,657,1,66,25549,3,80
38,No,,Rare,Research & Development,10,Bachelor's Degree,Medical,634,Female,2,Healthcare Representative,Married,9824,3,Without Overtime,Y,19,83,100-200,Job Satisfaction,Moderate,18,4,1,0,0,0,1495,1,76,22174,3,80
38,No,,Rare,Research & Development,10,Bachelor's Degree,Medical,2015,Female,3,Research Director,Married,13206,3,Without Overtime,Y,12,83,100-200,Job Satisfaction,Moderate,20,3,18,16,1,11,201,1,99,3376,3,80
54,No,,Rare,Research & Development,17,Bachelor's Degree,Technical Degree,1013,Female,3,Manufacturing Director,Married,10739,8,Without Overtime,Y,11,285,100-200,Job Satisfaction,Moderate,22,2,10,7,0,8,1441,1,56,13943,3,80
38,No,,Rare,Research & Development,17,High School,Life Sciences,1088,Female,3,Healthcare Representative,Married,8823,0,Without Overtime,Y,18,234,100-200,Job Satisfaction,Moderate,20,4,19,9,1,9,330,1,65,24608,3,80
29,No,,Rare,Research & Development,9,Master's Degree,Medical,1709,Female,1,Laboratory Technician,Married,2974,9,Without Overtime,Y,17,76,100-200,Job Satisfaction,Moderate,9,2,5,3,1,2,1082,1,43,25412,3,80
32,No,,Rare,Research & Development,8,Associates Degree,Medical,865,Female,2,Research Scientist,Married,5175,5,Without Overtime,Y,12,69,100-200,Relationship Satisfaction,Moderate,9,3,5,3,1,3,638,1,91,22162,3,80
38,No,,Rare,Research & Development,25,Associates Degree,Life Sciences,421,Female,3,Research Director,Married,12061,3,Without Overtime,Y,17,338,100-200,Relationship Satisfaction,Moderate,19,2,10,8,0,1,849,1,81,26707,3,80
49,No,,Rare,Research & Development,8,Associates Degree,Other,944,Female,3,Laboratory Technician,Married,7403,4,Without Overtime,Y,11,53,100-200,Relationship Satisfaction,Moderate,29,3,26,9,1,7,527,1,51,22477,3,80
32,No,,Rare,Research & Development,2,Bachelor's Degree,Medical,471,Female,1,Laboratory Technician,Married,2370,1,Without Overtime,Y,13,27,100-200,Relationship Satisfaction,Moderate,8,4,8,0,0,7,1062,1,75,3956,3,80
32,No,,Rare,Research & Development,4,Bachelor's Degree,Life Sciences,830,Female,2,Manufacturing Director,Married,6162,1,Without Overtime,Y,12,65,100-200,Relationship Satisfaction,Moderate,14,3,14,13,6,8,859,1,98,19124,3,80
38,No,,Rare,Research & Development,10,Bachelor's Degree,Medical,634,Female,2,Healthcare Representative,Married,9824,3,Without Overtime,Y,19,83,100-200,Relationship Satisfaction,Moderate,18,4,1,0,0,0,1495,1,76,22174,3,80
54,No,,Rare,Research & Development,17,Bachelor's Degree,Technical Degree,1013,Female,3,Manufacturing Director,Married,10739,8,Without Overtime,Y,11,285,100-200,Relationship Satisfaction,Moderate,22,2,10,7,0,8,1441,1,56,13943,3,80
29,No,,Rare,Research & Development,8,High School,Other,1544,Female,2,Healthcare Representative,Married,9715,3,Without Overtime,Y,13,53,100-200,Relationship Satisfaction,Moderate,9,3,7,7,0,7,441,1,39,7288,3,80
39,No,,Rare,Research & Development,1,High School,Life Sciences,1026,Female,4,Manufacturing Director,Married,12742,1,Without Overtime,Y,16,26,100-200,Relationship Satisfaction,Moderate,21,3,21,6,11,8,466,1,65,7060,3,80
33,No,,Rare,Research & Development,5,Master's Degree,Life Sciences,338,Female,1,Research Scientist,Married,2911,1,Without Overtime,Y,13,78,100-200,Relationship Satisfaction,Moderate,2,2,2,2,0,2,832,1,63,14776,3,80
29,No,,Rare,Research & Development,9,Master's Degree,Medical,1709,Female,1,Laboratory Technician,Married,2974,9,Without Overtime,Y,17,76,100-200,Relationship Satisfaction,Moderate,9,2,5,3,1,2,1082,1,43,25412,3,80
32,No,,Rare,Research & Development,3,Master's Degree,Medical,966,Female,2,Manufacturing Director,Married,6725,1,Without Overtime,Y,12,34,100-200,Relationship Satisfaction,Moderate,8,2,8,7,6,3,498,1,93,13554,3,80
38,No,,Rare,Research & Development,6,Associates Degree,Other,1782,Female,1,Laboratory Technician,Married,3702,1,Without Overtime,Y,11,43,100-200,Work Life Balance,Moderate,5,3,5,4,0,4,1153,1,40,16376,3,80
32,No,,Rare,Research & Development,5,Associates Degree,Life Sciences,1555,Female,2,Research Scientist,Married,5878,3,Without Overtime,Y,12,78,100-200,Work Life Balance,Moderate,12,2,7,1,2,5,824,1,67,15624,3,80
38,No,,Rare,Research & Development,25,Associates Degree,Life Sciences,421,Female,3,Research Director,Married,12061,3,Without Overtime,Y,17,338,100-200,Work Life Balance,Moderate,19,2,10,8,0,1,849,1,81,26707,3,80
55,No,,Rare,Research & Development,2,Associates Degree,Medical,1336,Female,5,Manager,Married,19187,4,Without Overtime,Y,14,27,100-200,Work Life Balance,Moderate,23,5,19,9,9,11,282,1,58,6992,3,80
